7.13,5759.495
7.13,5759.495
7.13,5759.495
7.13,5759.495
8.235,10415.0
8.235,10415.0
8.235,10415.0
11.657,3291.14
11.657,3291.14
11.657,3291.14
11.657,3291.14
11.657,3291.14
11.657,3291.14
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
13.677,843.6149999999999
14.289,1520.59
14.289,1520.59
14.289,1520.59
14.289,1520.59
